filename,duration,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zero_crossing_rate_mean,rms_mean,rms_std,tempo,onset_density,detected_key,key_confidence,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_C_mean,chroma_C#_mean,chroma_D_mean,chroma_D#_mean,chroma_E_mean,chroma_F_mean,chroma_F#_mean,chroma_G_mean,chroma_G#_mean,chroma_A_mean,chroma_A#_mean,chroma_B_mean,tonnetz_1_mean,tonnetz_2_mean,tonnetz_3_mean,tonnetz_4_mean,tonnetz_5_mean,tonnetz_6_mean,energy_range,brightness_range,avg_phase_duration,phase_duration_std,has_climax,has_breakdown,has_build_up,structural_complexity,energy_progression,brightness_progression,mood_descriptors,primary_mood,mood_confidence,character_tags,primary_character,character_confidence,num_phases,phase_analysis_available
2021 04 18 grampy rabbit.aif,526.0000,926.4500,1233.1700,1243.6600,2162.0500,0.0150,0.1170,0.0460,57.4000,0.9330,D,0.6970,-297.7108,49.5876,194.8056,24.1369,43.6674,35.9443,14.6424,22.0090,18.9531,11.5660,19.7516,10.3708,8.6869,8.6398,1.3836,8.1752,1.6149,7.4247,-0.1436,6.7826,0.2702,6.8068,-0.5255,7.6142,-0.4115,7.7611,0.6100,0.6350,0.6970,0.6300,0.6350,0.6340,0.5900,0.5430,0.5640,0.5530,0.5380,0.5780,-0.0380,-0.0190,-0.0170,-0.0760,-0.0160,0.0190,0.1395,12429.1020,18.7900,10.2200,True,False,True,4.0000,0.0000,brightening,"crystalline, warm, driving, percussive, droning, molten, wooden, undulating, rubato, tenuto, oceanic",tenuto,0.9630,"analog_synth, acoustic_instrument, granular_synth, physical_modeling, sampler, modular_synth, string_machine, organ, piano, choir, woodwind, pad_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, gaseous_texture, wooden_texture, fabric_texture, sandy_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,28,True
2021 04 24 instead of.aif,958.5000,1742.7800,743.0800,3133.7400,2934.7800,0.0210,0.1300,0.0500,129.2000,2.1640,D,0.5800,-194.1631,69.1100,173.2090,24.6898,-7.5064,19.4471,23.4224,12.7234,0.6600,9.0890,17.0291,8.4644,0.7509,8.5360,7.8477,7.1450,-1.8029,7.4400,2.9944,6.1767,1.7754,6.2626,0.4089,6.8544,1.5897,5.9579,0.5140,0.5070,0.5800,0.5330,0.4810,0.4700,0.4740,0.4880,0.4790,0.4810,0.5110,0.4960,-0.0230,0.1090,0.0720,0.0040,0.0180,0.0180,0.2960,2234.2830,12.9500,3.0200,True,False,True,5.0000,0.0000,stable,"synthetic, tense, exuberant, warm, percussive, droning, rubbery, euphoric, triumphant, rebellious, pulsating, oscillating, spiraling, accelerating, expansive, claustrophobic, dimensional, fractal, accelerando, ostinato, tropical",expansive,1.0000,"analog_synth, acoustic_instrument, granular_synth, wavetable_synth, drum_machine, sampler, subtractive_synth, additive_synth, modular_synth, piano, brass, pad_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, liquid_texture, gaseous_texture, sandy_texture, plastic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,74,True
2021 04 chime time.aif,288.5000,945.1500,843.2400,1368.6900,1972.1600,0.0170,0.0460,0.0330,78.3000,1.2720,D,0.6370,-427.8447,82.9808,166.7940,36.7737,44.1732,45.9169,14.3502,14.9899,-2.1797,13.2352,-3.4668,11.2597,-2.3389,10.0887,0.0584,9.5758,-0.4209,8.5478,-2.1901,8.4455,-2.9807,8.5684,-2.1944,9.0103,-0.6807,9.6738,0.2090,0.3880,0.6370,0.3960,0.2620,0.2720,0.3620,0.4650,0.3300,0.2610,0.1770,0.1750,0.2930,0.3600,0.1960,-0.2420,-0.0530,-0.1030,0.2429,7251.3050,16.0300,7.0200,True,False,False,5.0000,0.0000,brightening,"organic, pensive, crystalline, warm, melodic, droning, velvet, silky, wooden, spongy, melancholic, brooding, hopeful, contemplative, introspective, compassionate, undulating, flowing, decelerating, cavernous, intimate, rubato, legato, ritardando, tenuto, fermata, oceanic, glacial, pastoral, eclipse",warm,1.0000,"analog_synth, mellotron, acoustic_instrument, granular_synth, physical_modeling, sampler, subtractive_synth, modular_synth, string_machine, organ, piano, choir, woodwind, pad_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, liquid_texture, gaseous_texture, wooden_texture, fabric_texture, sandy_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,18,True
2021 05 01 unclearing.aif,1192.0000,1787.2700,826.3900,3180.3900,2694.8600,0.0280,0.2020,0.0690,123.0000,2.0390,B,0.5040,-153.3049,87.8157,178.9533,34.6503,-22.7773,23.8023,13.9495,15.0198,1.6542,10.2372,1.9857,6.7421,-3.1393,7.8117,-4.9773,8.1666,-6.8770,8.0160,-4.1822,8.3104,-5.6982,7.9637,-3.9224,13.1453,-2.3515,14.9139,0.4460,0.3650,0.3460,0.2700,0.3970,0.3640,0.4370,0.3810,0.4010,0.3000,0.3170,0.5040,0.1460,-0.0960,0.0090,0.1730,0.0380,-0.0150,0.3703,11849.2960,15.8900,11.2800,True,False,True,7.0000,0.0000,brightening,"synthetic, tense, exuberant, warm, percussive, droning, euphoric, triumphant, expansive",synthetic,0.9630,"analog_synth, acoustic_instrument, granular_synth, wavetable_synth, physical_modeling, drum_machine, sampler, subtractive_synth, additive_synth, modular_synth, piano, brass, pad_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, liquid_texture, gaseous_texture, sandy_texture, plastic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,75,True
2021 05 02 gongs and bongs raw.aif,402.5000,2322.8100,1304.8800,4454.7600,3934.4400,0.0300,0.0380,0.0730,132.5000,2.2310,C#,0.6930,-424.2797,79.0428,87.9578,38.5466,21.4802,21.1158,11.3169,12.1262,5.4599,10.7143,3.3144,9.5792,1.0318,10.6776,-0.1779,11.3046,1.0026,13.2227,2.2621,13.8258,0.2105,10.3289,-0.5567,7.4279,0.5915,10.9529,0.5480,0.6930,0.5870,0.3850,0.2280,0.1920,0.2120,0.1340,0.1520,0.1890,0.2680,0.5150,-0.0270,0.1380,-0.0570,0.2050,0.0010,0.0810,0.3336,6062.3110,13.8800,4.4100,True,False,False,2.0000,0.0000,brightening,"organic, synthetic, exuberant, warm, droning, opalescent, granular, ceramic, plastic, powdery, triumphant, yearning, undulating, rippling, drifting, accelerating, expansive, rubato, accelerando, fermata, desert, mirage",synthetic,0.9630,"analog_synth, digital_synth, percussive_instrument, acoustic_instrument, granular_synth, drum_machine, sampler, additive_synth, modular_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, gaseous_texture, sandy_texture, ceramic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,29,True
2021 07 10 tristar tribute.aif,232.0000,1606.5400,362.3500,2676.7700,2237.6600,0.0360,0.3550,0.0830,136.0000,2.2280,C#,0.5620,-75.3186,67.2587,204.2556,28.8777,-40.4437,15.3060,3.4666,7.5402,-13.0062,7.0792,-1.6013,8.7725,-9.2180,6.9674,-3.1208,5.9216,0.5957,6.6414,3.0116,5.6528,1.1611,5.7425,1.2977,5.6403,0.8995,5.8350,0.3650,0.5620,0.4210,0.4040,0.3080,0.3640,0.4360,0.3880,0.3730,0.3260,0.5290,0.3440,-0.1770,-0.1130,0.0240,-0.1260,0.0410,0.0410,0.3687,1490.1850,12.8900,3.2000,True,False,True,6.0000,0.0000,stable,"synthetic, tense, exuberant, warm, percussive, droning, euphoric, triumphant, pulsating, oscillating, rippling, accelerating, expansive, accelerando, ostinato",synthetic,0.9630,"analog_synth, acoustic_instrument, fm_synth, granular_synth, wavetable_synth, physical_modeling, drum_machine, sampler, subtractive_synth, additive_synth, modular_synth, string_machine, organ, piano, brass, woodwind, pad_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, mechanical_texture, liquid_texture, gaseous_texture, sandy_texture, waxy_texture, rubbery_texture, plastic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,18,True
2021 08 28 in cv 1st experiment.aif,846.0000,2076.0900,1073.5000,3749.7300,2844.1700,0.0460,0.0970,0.0590,136.0000,2.2100,E,0.5500,-230.4840,79.3140,167.0424,52.9435,-19.7577,27.9731,2.0186,17.0985,-10.6226,14.4237,0.1428,14.3054,-6.0542,9.0524,-6.7609,10.3779,-2.7961,7.7244,-0.3526,7.3659,0.0366,8.0101,1.5770,7.9360,-2.5119,7.9106,0.2870,0.2920,0.2250,0.2500,0.5500,0.5450,0.2840,0.2540,0.3190,0.2360,0.1790,0.1970,-0.0170,0.0710,-0.1750,-0.0180,-0.0150,-0.0200,0.2269,3315.8220,21.1500,22.4000,True,False,True,6.0000,0.0000,brightening,"synthetic, tense, exuberant, driving, percussive, droning, granular, metallic, ceramic, plastic, rubbery, anxious, playful, hopeful, yearning, rebellious, pulsating, undulating, oscillating, spiraling, flowing, accelerating, pendular, expansive, compressed, panoramic, dimensional, fractal, rubato, accelerando, vibrato, fermata, ostinato, tropical",accelerating,1.0000,"analog_synth, digital_synth, acoustic_instrument, granular_synth, wavetable_synth, drum_machine, sampler, subtractive_synth, additive_synth, modular_synth, string_machine, piano, brass, pad_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, liquid_texture, gaseous_texture, sandy_texture, ceramic_texture, plastic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,40,True
2021 10 02 under construction with the soma enner.aif,297.0000,3510.0300,2870.7900,7073.7200,4233.7600,0.0610,0.0070,0.0130,224.7000,3.5020,B,0.6250,-520.5668,91.8352,101.0948,71.3032,5.6437,37.1589,1.3628,19.4789,5.2269,12.1177,4.6442,11.3761,0.9925,11.0432,-1.1402,9.2241,-0.5001,8.2186,-0.0608,7.3151,1.4120,7.3106,2.9191,6.2979,3.1075,6.1631,0.5910,0.5100,0.5510,0.5620,0.5610,0.5000,0.5120,0.4630,0.5100,0.5180,0.5490,0.6250,0.0290,-0.0260,0.0550,0.0110,-0.0230,-0.0080,0.1033,10776.6200,18.5600,10.5700,False,False,True,4.0000,0.0000,brightening,"spacey, synthetic, tense, exuberant, glitchy, ethereal, atmospheric, percussive, translucent, euphoric, triumphant, ecstatic, spiraling, surging, accelerating, dimensional, accelerando",glitchy,0.9170,"analog_synth, digital_synth, mellotron, percussive_instrument, acoustic_instrument, granular_synth, wavetable_synth, drum_machine, sampler, additive_synth, modular_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, rough_texture, organic_texture, gaseous_texture, glassy_texture, sandy_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, multiband_processed",sampler,1.0000,16,True
2021 10 06 some enner g.aif,468.0000,927.1500,376.7400,1269.6800,2302.0600,0.0110,0.1540,0.0570,107.7000,1.7910,C,0.6130,-259.2606,50.7770,191.9666,22.8846,25.8578,23.2384,12.1970,12.6941,18.1755,9.4636,8.2860,9.8539,8.6697,7.8164,4.5737,7.7245,3.9705,6.3659,6.1486,6.5009,3.6538,5.8831,7.9456,5.6582,2.0082,5.6120,0.6130,0.5590,0.5140,0.5650,0.6070,0.6120,0.6100,0.5600,0.5660,0.5790,0.5870,0.6090,-0.0340,-0.0070,-0.0370,-0.0840,-0.0100,0.0290,0.1757,826.0830,12.6500,2.5100,True,False,True,6.0000,0.0000,stable,"exuberant, warm, percussive, droning, molten, euphoric",percussive,0.9170,"analog_synth, acoustic_instrument, granular_synth, physical_modeling, sampler, modular_synth, string_machine, organ, piano, woodwind, pad_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, gaseous_texture, sandy_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,37,True
2021 10 20 taunted xylophone.aif,252.0000,1691.2200,1124.4600,2642.2100,2958.9800,0.0310,0.0170,0.0070,89.1000,1.4840,D#,0.4770,-416.7426,53.2191,179.0776,32.7619,13.3039,18.0114,2.7401,12.8649,-4.1669,9.4428,1.9962,8.9893,-6.2179,8.6252,-6.3633,9.7565,-4.9461,8.6039,-8.9411,8.0790,-0.5771,9.0179,-3.9007,10.7587,0.9588,10.3560,0.2780,0.4000,0.3820,0.4770,0.3320,0.1760,0.1540,0.1730,0.1710,0.2100,0.3720,0.3350,-0.0240,0.0410,0.0020,-0.0370,0.0150,0.0230,0.0896,12346.6400,28.0000,19.9200,False,False,False,2.0000,0.0000,brightening,"synthetic, pensive, crystalline, warm, droning, nebulous, powdery, serene, drifting, expansive, panoramic, desert, glacial",synthetic,0.9630,"analog_synth, acoustic_instrument, granular_synth, wavetable_synth, drum_machine, sampler, subtractive_synth, additive_synth, modular_synth, string_machine, organ, piano, brass, pad_synth, lead_synth, rich_texture, pure_tone, bright_harmonics, warm_harmonics, smooth_texture, rough_texture, organic_texture, liquid_texture, gaseous_texture, sandy_texture, waxy_texture, plastic_texture, reverbed, delayed, chorused, flanged, phased, distorted, compressed, filtered, pitched, ring_modulated, bit_crushed, tape_saturated, tube_saturated, multiband_processed",sampler,1.0000,9,True
